ID,Education
255,Graduate Professional
256,Graduate
257,12th Pass
258,Post Graduate
259,Graduate Professional
260,Graduate Professional
261,12th Pass
262,Graduate
263,Graduate
264,10th Pass
265,Post Graduate
266,10th Pass
267,Graduate Professional
268,Graduate Professional
269,Post Graduate
270,Post Graduate
271,Graduate Professional
272,12th Pass
273,Graduate
274,Graduate
275,12th Pass
276,Post Graduate
277,12th Pass
278,Graduate
279,Graduate
280,Graduate Professional
281,10th Pass
282,Graduate
283,12th Pass
284,Graduate
285,Graduate
286,Post Graduate
287,Graduate
288,Graduate
289,8th Pass
290,Post Graduate
291,Post Graduate
292,Graduate
293,10th Pass
294,Graduate Professional
295,Graduate Professional
296,Graduate
297,Graduate
298,Graduate Professional
299,Post Graduate
300,Graduate Professional
301,Graduate
302,10th Pass
303,Graduate
304,Post Graduate
305,Graduate Professional
306,10th Pass
307,Post Graduate
308,Post Graduate
309,Graduate
310,12th Pass
311,Graduate
312,10th Pass
313,Post Graduate
314,12th Pass
315,Post Graduate
316,Graduate Professional
317,10th Pass
318,Post Graduate
319,Graduate
320,Graduate
321,Post Graduate
322,Graduate Professional
323,Graduate
324,Graduate
325,Graduate
326,Graduate
327,12th Pass
328,Graduate Professional
329,Graduate
330,Graduate
331,10th Pass
332,Graduate Professional
333,Graduate
334,12th Pass
335,10th Pass
336,Graduate
337,Post Graduate
338,Graduate
339,Post Graduate
340,Post Graduate
341,Post Graduate
342,Graduate
343,Graduate
344,Graduate
345,12th Pass
346,Graduate Professional
347,Post Graduate
348,8th Pass
349,12th Pass
350,Graduate Professional
351,Graduate
352,Graduate
353,12th Pass
354,Graduate
355,12th Pass
356,Graduate
357,Graduate
358,Post Graduate
359,Graduate
360,Graduate
361,10th Pass
362,Post Graduate
363,Post Graduate
364,10th Pass
365,Graduate Professional
366,10th Pass
367,Post Graduate
368,Post Graduate
369,10th Pass
370,Post Graduate
371,10th Pass
372,Post Graduate
373,Doctorate
374,12th Pass
375,Post Graduate
376,Post Graduate
377,10th Pass
378,Graduate Professional
379,10th Pass
380,Graduate
381,12th Pass
382,12th Pass
383,Graduate
384,Graduate
385,Post Graduate
386,10th Pass
387,Graduate
388,Post Graduate
389,Graduate
390,Graduate Professional
391,12th Pass
392,Post Graduate
393,Graduate
394,Graduate
395,Graduate
396,12th Pass
397,Graduate Professional
398,Graduate Professional
399,Post Graduate
400,Graduate Professional
401,8th Pass
402,Graduate Professional
403,Post Graduate
404,12th Pass
405,Post Graduate
406,Post Graduate
407,8th Pass
408,Graduate
409,Graduate Professional
410,12th Pass
411,Graduate
412,Post Graduate
413,Post Graduate
414,Graduate
415,Graduate Professional
416,10th Pass
417,10th Pass
418,Post Graduate
419,Graduate
420,Post Graduate
421,Graduate Professional
422,12th Pass
423,Post Graduate
424,Post Graduate
425,12th Pass
426,Graduate
427,Graduate
428,Graduate Professional
429,Graduate
430,Doctorate
431,Graduate
432,Post Graduate
433,Graduate
434,Post Graduate
435,Post Graduate
436,Post Graduate
437,Graduate
438,12th Pass
439,Post Graduate
440,Post Graduate
441,Graduate
442,12th Pass
443,Graduate
444,8th Pass
445,Graduate
446,Graduate
447,Graduate Professional
448,Post Graduate
449,Post Graduate
450,Graduate
451,Post Graduate
452,12th Pass
453,Graduate Professional
454,Post Graduate
455,Graduate
456,Post Graduate
457,12th Pass
458,10th Pass
459,Post Graduate
460,10th Pass
461,Doctorate
462,12th Pass
463,10th Pass
464,Graduate
465,Post Graduate
466,12th Pass
467,Graduate
468,Graduate
469,Graduate Professional
470,Post Graduate
471,Graduate
472,Post Graduate
473,10th Pass
474,Post Graduate
475,12th Pass
476,12th Pass
477,10th Pass
478,12th Pass
479,Graduate
480,Graduate
481,8th Pass
482,10th Pass
483,12th Pass
484,Graduate Professional
485,Graduate Professional
486,Graduate
487,Post Graduate
488,Graduate
489,Post Graduate
490,12th Pass
491,10th Pass
492,Post Graduate
493,8th Pass
494,Graduate
495,Graduate
496,10th Pass
497,Post Graduate
498,Graduate
499,10th Pass
500,Post Graduate
501,Graduate
502,Graduate
503,Graduate
504,Graduate
505,Graduate
506,Post Graduate
507,Post Graduate
508,Post Graduate
509,12th Pass
510,Post Graduate
511,10th Pass
512,10th Pass
513,Post Graduate
514,10th Pass
515,12th Pass
516,12th Pass
517,Graduate
518,12th Pass
519,Graduate
520,Post Graduate
521,Graduate Professional
522,12th Pass
523,12th Pass
524,12th Pass
525,Graduate
526,Graduate
527,Graduate
528,Graduate
529,Graduate Professional
530,Post Graduate
531,Graduate
532,Post Graduate
533,Graduate Professional
534,Post Graduate
535,Post Graduate
536,Graduate Professional
537,Graduate
538,Graduate
539,12th Pass
540,12th Pass
541,Graduate
542,Graduate
543,Graduate
544,Graduate
545,Graduate
546,Post Graduate
547,10th Pass
548,Graduate
549,Graduate
550,Graduate Professional
551,Graduate Professional
552,Doctorate
553,Graduate
554,Graduate
555,Graduate
556,Graduate
557,Graduate
558,Graduate
559,Graduate Professional
560,8th Pass
561,Post Graduate
562,Post Graduate
563,Post Graduate
564,10th Pass
565,Post Graduate
566,Post Graduate
567,Graduate
568,12th Pass
569,Post Graduate
570,Post Graduate
571,10th Pass
572,Graduate
573,12th Pass
574,Graduate
575,Graduate
576,12th Pass
577,12th Pass
578,Post Graduate
579,12th Pass
580,Graduate Professional
581,Graduate Professional
582,12th Pass
583,Graduate Professional
584,Post Graduate
585,Graduate
586,Graduate
587,Graduate Professional
588,Graduate
589,Post Graduate
590,Graduate Professional
591,Graduate Professional
592,12th Pass
593,Graduate Professional
594,10th Pass
595,Graduate Professional
596,Post Graduate
597,Graduate
598,Graduate
599,Post Graduate
600,Graduate
601,Graduate
602,12th Pass
603,12th Pass
604,Graduate
605,10th Pass
606,Graduate
607,Post Graduate
608,10th Pass
609,Post Graduate
610,Graduate
611,12th Pass
612,Graduate Professional
613,Post Graduate
614,10th Pass
615,12th Pass
616,10th Pass
617,Graduate
618,Graduate
619,Post Graduate
620,Graduate
621,Graduate Professional
622,Post Graduate
623,Post Graduate
624,12th Pass
625,Graduate
626,10th Pass
627,12th Pass
628,10th Pass
629,Graduate
630,Post Graduate
631,10th Pass
632,Post Graduate
633,Post Graduate
634,Graduate
635,Graduate
636,Graduate Professional
637,Post Graduate
638,12th Pass
639,Graduate Professional
640,Graduate
641,Post Graduate
642,10th Pass
643,10th Pass
644,8th Pass
645,Graduate Professional
646,12th Pass
647,Graduate Professional
648,Graduate
649,Post Graduate
650,Post Graduate
651,12th Pass
652,10th Pass
653,Post Graduate
654,Graduate
655,Graduate
656,Graduate
657,Graduate
658,Post Graduate
659,Graduate
660,Graduate Professional
661,Graduate
662,12th Pass
663,12th Pass
664,Graduate Professional
665,Graduate
666,Post Graduate
667,Graduate
668,Graduate
669,12th Pass
670,Post Graduate
671,Graduate
672,12th Pass
673,Post Graduate
674,Graduate
675,12th Pass
676,Graduate
677,Post Graduate
678,Graduate Professional
679,Post Graduate
680,Graduate
681,Graduate
682,Post Graduate
683,Graduate
684,Post Graduate
685,12th Pass
686,Graduate Professional
687,8th Pass
688,Post Graduate
689,10th Pass
690,Post Graduate
691,Post Graduate
692,Graduate
693,12th Pass
694,12th Pass
695,Graduate Professional
696,Graduate
697,12th Pass
698,10th Pass
699,12th Pass
700,Post Graduate
701,Graduate
702,10th Pass
703,Graduate
704,Graduate Professional
705,12th Pass
706,Post Graduate
707,Post Graduate
708,10th Pass
709,Graduate
710,Graduate Professional
711,Graduate Professional
712,Graduate
713,Post Graduate
714,Post Graduate
715,10th Pass
716,12th Pass
717,Post Graduate
718,Post Graduate
719,Post Graduate
720,12th Pass
721,Graduate
722,10th Pass
723,Graduate
724,Graduate
725,Post Graduate
726,Graduate
727,Graduate
728,Graduate Professional
729,Post Graduate
730,10th Pass
731,Graduate Professional
732,10th Pass
733,12th Pass
734,Graduate
735,10th Pass
736,Post Graduate
737,12th Pass
738,Post Graduate
739,Post Graduate
740,Graduate
741,Post Graduate
742,Graduate Professional
743,Graduate Professional
744,10th Pass
745,Graduate
746,Graduate Professional
747,Graduate
748,Post Graduate
749,Graduate
750,12th Pass
751,10th Pass
752,10th Pass
753,Post Graduate
754,12th Pass
755,Graduate
756,12th Pass
757,Graduate
758,8th Pass
759,Graduate
760,Graduate
761,Post Graduate
762,Graduate Professional
763,10th Pass
764,Graduate
765,10th Pass
766,10th Pass
767,Graduate Professional
768,Graduate
769,Post Graduate
770,Post Graduate
771,Graduate
772,Post Graduate
773,10th Pass
774,Graduate
775,Graduate Professional
776,Graduate
777,Graduate
778,12th Pass
779,12th Pass
780,Post Graduate
781,10th Pass
782,10th Pass
783,Graduate
784,10th Pass
785,Graduate
786,12th Pass
787,Graduate
788,Graduate
789,Post Graduate
790,Graduate
791,Graduate
792,Graduate
793,Post Graduate
794,Graduate
795,Post Graduate
796,Graduate
797,12th Pass
798,Post Graduate
799,8th Pass
800,Post Graduate
801,10th Pass
802,12th Pass
803,Post Graduate
804,Post Graduate
805,Post Graduate
806,Graduate
807,Graduate Professional
808,Post Graduate
809,Post Graduate
810,10th Pass
811,12th Pass
812,Post Graduate
813,Graduate Professional
814,Graduate
815,Graduate
816,Post Graduate
817,12th Pass
818,10th Pass
819,Graduate Professional
820,10th Pass
821,Graduate
822,Graduate
823,Post Graduate
824,Post Graduate
825,12th Pass
826,12th Pass
827,10th Pass
828,12th Pass
829,Graduate
830,Post Graduate
831,Graduate
832,12th Pass
833,Graduate Professional
834,Doctorate
835,Graduate
836,Graduate Professional
837,12th Pass
838,10th Pass
839,12th Pass
840,Graduate
841,Graduate
842,Post Graduate
843,12th Pass
844,12th Pass
845,10th Pass
846,10th Pass
847,Graduate
848,Post Graduate
849,Graduate
850,Post Graduate
851,12th Pass
852,10th Pass
853,12th Pass
854,Post Graduate
855,Graduate
856,Graduate Professional
857,Post Graduate
858,Doctorate
859,Post Graduate
860,Post Graduate
861,Post Graduate
862,12th Pass
863,Post Graduate
864,Graduate
865,Post Graduate
866,Doctorate
867,8th Pass
868,Graduate Professional
869,Graduate
870,Graduate
871,Graduate
872,Graduate
873,Post Graduate
874,10th Pass
875,Post Graduate
876,10th Pass
877,Graduate Professional
878,Post Graduate
879,Graduate
880,12th Pass
881,12th Pass
882,Graduate
883,8th Pass
884,Post Graduate
885,Graduate Professional
886,Post Graduate
887,Graduate
888,Graduate
889,Graduate
890,10th Pass
891,Graduate Professional
892,10th Pass
893,10th Pass
894,Graduate
895,Post Graduate
896,Graduate Professional
897,Post Graduate
898,12th Pass
899,12th Pass
900,Post Graduate
901,Post Graduate
902,Graduate
903,12th Pass
904,8th Pass
905,Graduate Professional
906,Post Graduate
907,Post Graduate
908,Post Graduate
909,Graduate
910,Graduate
911,Graduate
912,12th Pass
913,Post Graduate
914,10th Pass
915,Graduate Professional
916,Graduate
917,Graduate
918,Post Graduate
919,Post Graduate
920,12th Pass
921,Post Graduate
922,10th Pass
923,Graduate
924,Post Graduate
925,Post Graduate
926,Graduate Professional
927,12th Pass
928,Graduate
929,12th Pass
930,Graduate
931,Graduate
932,Post Graduate
933,Graduate Professional
934,Graduate
935,Doctorate
936,Post Graduate
937,Graduate Professional
938,Graduate Professional
939,Graduate Professional
940,Graduate
941,Post Graduate
942,Graduate
943,Post Graduate
944,Post Graduate
945,Post Graduate
946,Post Graduate
947,Graduate
948,Post Graduate
949,Graduate
950,Graduate Professional
951,Graduate Professional
952,Graduate
953,Graduate
954,Graduate
955,10th Pass
956,Graduate
957,Graduate
958,Graduate
959,Graduate
960,Graduate
961,10th Pass
962,Graduate
963,Graduate
964,Graduate
965,Post Graduate
966,Graduate
967,Post Graduate
968,Graduate
969,Graduate
970,Graduate
971,Graduate
972,Graduate Professional
973,Graduate
974,Graduate
975,Graduate Professional
976,Graduate
977,Graduate Professional
978,Graduate
979,12th Pass
980,Post Graduate
981,Graduate
982,Graduate
983,Graduate
984,Graduate
985,Post Graduate
986,Graduate
987,12th Pass
988,Post Graduate
989,Graduate
990,Post Graduate
991,Post Graduate
992,Graduate Professional
993,Graduate
994,Graduate
995,Graduate
996,12th Pass
997,Graduate
998,10th Pass
999,Graduate
1000,Graduate
1001,Graduate
1002,Post Graduate
1003,Post Graduate
1004,10th Pass
1005,Graduate Professional
1006,Post Graduate
1007,Post Graduate
1008,Graduate
1009,Post Graduate
1010,Post Graduate
1011,10th Pass
1012,Graduate
1013,Post Graduate
1014,Graduate
1015,Graduate
1016,Graduate
1017,Post Graduate
1018,Doctorate
1019,Post Graduate
1020,12th Pass
1021,Graduate
1022,Post Graduate
1023,Graduate
1024,10th Pass
1025,Post Graduate
1026,Graduate
1027,12th Pass
1028,12th Pass
1029,10th Pass
1030,Post Graduate
1031,10th Pass
1032,Graduate
1033,Graduate
1034,Post Graduate
1035,Post Graduate
1036,Graduate Professional
1037,Post Graduate
1038,Graduate
1039,Graduate
1040,Graduate Professional
1041,Post Graduate
1042,Graduate
1043,10th Pass
1044,12th Pass
1045,12th Pass
1046,12th Pass
1047,Graduate Professional
1048,12th Pass
1049,Graduate Professional
1050,Post Graduate
1051,10th Pass
1052,Graduate
1053,Post Graduate
1054,Post Graduate
1055,Graduate Professional
1056,Graduate Professional
1057,Post Graduate
1058,Graduate
1059,10th Pass
1060,Graduate
1061,Graduate
1062,12th Pass
1063,12th Pass
1064,Graduate
1065,Graduate
1066,12th Pass
1067,12th Pass
1068,Graduate Professional
1069,Graduate
1070,10th Pass
1071,Graduate
1072,Graduate
1073,Graduate
1074,Graduate
1075,Post Graduate
1076,12th Pass
1077,12th Pass
1078,Graduate
1079,Graduate
1080,Post Graduate
1081,Post Graduate
1082,Graduate Professional
1083,Post Graduate
1084,Graduate
1085,12th Pass
1086,Graduate Professional
1087,Graduate
1088,12th Pass
1089,10th Pass
1090,12th Pass
1091,Graduate Professional
1092,Graduate
1093,10th Pass
1094,Graduate
1095,Graduate
1096,Graduate
1097,10th Pass
1098,Graduate Professional
1099,10th Pass
1100,Graduate Professional
1101,Graduate
1102,Post Graduate
1103,10th Pass
1104,Graduate
1105,Graduate
1106,Graduate
1107,Graduate
1108,Graduate
1109,Graduate
1110,8th Pass
1111,10th Pass
1112,Graduate
1113,12th Pass
1114,Graduate
1115,Graduate
1116,Graduate
1117,Graduate Professional
1118,Post Graduate
1119,12th Pass
1120,10th Pass
1121,Post Graduate
1122,10th Pass
1123,Graduate
1124,Graduate Professional
1125,Graduate Professional
1126,10th Pass
1127,10th Pass
1128,Graduate
1129,Graduate
1130,Graduate Professional
1131,Graduate
1132,Graduate
1133,Graduate Professional
1134,Graduate
1135,Graduate
1136,Graduate
1137,Graduate
1138,Graduate
1139,8th Pass
1140,Graduate
1141,Graduate
1142,Post Graduate
1143,Post Graduate
1144,Graduate
1145,Post Graduate
1146,10th Pass
1147,Graduate
1148,Graduate
1149,8th Pass
1150,12th Pass
1151,Graduate
1152,Graduate
1153,Graduate
1154,10th Pass
1155,Graduate
1156,Graduate Professional
1157,Post Graduate
1158,10th Pass
1159,Graduate
1160,10th Pass
1161,12th Pass
1162,Graduate
1163,Post Graduate
1164,Graduate
1165,Post Graduate
1166,Graduate
1167,Post Graduate
1168,12th Pass
1169,Graduate
1170,Graduate
1171,Graduate
1172,Graduate Professional
1173,Graduate Professional
1174,Graduate
1175,10th Pass
1176,Graduate Professional
1177,10th Pass
1178,12th Pass
1179,10th Pass
1180,Post Graduate
1181,Graduate
1182,12th Pass
1183,Graduate
1184,Graduate
1185,Post Graduate
1186,Graduate
1187,Graduate
1188,10th Pass
1189,Graduate Professional
1190,Graduate
1191,12th Pass
1192,Graduate
1193,Graduate Professional
1194,Graduate
1195,Graduate
1196,10th Pass
1197,Post Graduate
1198,Graduate
1199,12th Pass
1200,Graduate
1201,10th Pass
1202,Graduate Professional
1203,12th Pass
1204,12th Pass
1205,Graduate
1206,Post Graduate
1207,Post Graduate
1208,Post Graduate
1209,Doctorate
1210,12th Pass
1211,12th Pass
1212,Post Graduate
1213,Post Graduate
1214,12th Pass
1215,12th Pass
1216,Post Graduate
1217,Graduate
1218,Graduate
1219,Post Graduate
1220,Graduate
1221,10th Pass
1222,Post Graduate
1223,Graduate
1224,Graduate
1225,Graduate
1226,Graduate Professional
1227,Graduate Professional
1228,10th Pass
1229,12th Pass
1230,Graduate Professional
1231,Others
1232,Graduate
1233,Post Graduate
1234,8th Pass
1235,Graduate
1236,12th Pass
1237,10th Pass
1238,Graduate Professional
1239,Post Graduate
1240,Post Graduate
1241,Graduate
1242,12th Pass
1243,12th Pass
1244,Graduate Professional
1245,Graduate
1246,12th Pass
1247,Graduate
1248,12th Pass
1249,Post Graduate
1250,Post Graduate
1251,10th Pass
1252,Graduate
1253,10th Pass
1254,Graduate Professional
1255,Post Graduate
1256,Post Graduate
1257,Post Graduate
1258,Graduate
1259,Post Graduate
1260,Post Graduate
1261,Graduate Professional
1262,Post Graduate
1263,Post Graduate
1264,10th Pass
1265,Graduate
1266,12th Pass
1267,Post Graduate
1268,Post Graduate
1269,Graduate
1270,Graduate Professional
1271,Graduate Professional
1272,Graduate
1273,Graduate
1274,10th Pass
1275,Graduate
1276,Graduate
1277,Graduate
1278,12th Pass
1279,Post Graduate
1280,Post Graduate
1281,Graduate
1282,Graduate
1283,Graduate Professional
1284,Graduate Professional
1285,Graduate
1286,Graduate
1287,Graduate
1288,10th Pass
1289,Post Graduate
1290,Graduate
1291,Graduate
1292,12th Pass
1293,12th Pass
1294,Graduate Professional
1295,Graduate
1296,Graduate
1297,Graduate
1298,10th Pass
1299,Post Graduate
1300,Post Graduate
1301,Graduate Professional
1302,Graduate
1303,Graduate
1304,Post Graduate
1305,Graduate
1306,12th Pass
1307,10th Pass
1308,Graduate Professional
1309,Post Graduate
1310,Post Graduate
1311,Graduate
1312,Graduate
1313,Graduate
1314,Graduate
1315,Post Graduate
1316,Post Graduate
1317,Post Graduate
1318,Graduate
1319,Post Graduate
1320,10th Pass
1321,Graduate
1322,Graduate
1323,10th Pass
1324,10th Pass
1325,Post Graduate
1326,Graduate
1327,10th Pass
1328,Graduate
1329,Post Graduate
1330,12th Pass
1331,Post Graduate
1332,Graduate Professional
1333,Graduate
1334,10th Pass
1335,12th Pass
1336,Graduate
1337,Post Graduate
1338,Post Graduate
1339,Graduate
1340,Graduate Professional
1341,Graduate
1342,10th Pass
1343,Graduate
1344,Graduate
1345,Graduate Professional
1346,Graduate
1347,Post Graduate
1348,10th Pass
1349,10th Pass
1350,Post Graduate
1351,Graduate
1352,Graduate
1353,10th Pass
1354,Graduate
1355,Graduate
1356,Graduate
1357,Post Graduate
1358,12th Pass
1359,10th Pass
1360,Post Graduate
1361,Graduate
1362,Post Graduate
1363,Post Graduate
1364,Post Graduate
1365,Post Graduate
1366,10th Pass
1367,Post Graduate
1368,10th Pass
1369,Post Graduate
1370,Graduate Professional
1371,Graduate Professional
1372,Doctorate
1373,Post Graduate
